uuid,date,review,rating
c6f84022-a40d-4a6c-b79e-d0d92fc6aec4,2023-01-05 19:12:44,Some say love it is a river That drowns the tender reed Some say love it is a razor That leads your sould to bleed Some say love it is a hunger And endless aching need I say love it is a flower And you it's only seed It's the heart afraid of breaking That never learns to dance It's the dream afraid of waking That never takes a chance It's the one who won't be taken Who cannot seem to be And the soul afraid of dying That never learns to live And the night has been too lonely And the road has been too long And you feel that love is only For the lucky and the strong Just remember in the winter Far beneath the bitter snow Lies the seed that with the sun's love In the Spring becomes the rose,5
d83840d1-4b4c-4072-882f-4d5e3270d4ea,2022-01-01 16:38:55,I find it hard after three year after trying to defend myself from verbal abuse from a girl I liked on your app I got blocked after she reported me for calling her a horse face after she made a comment about me which would be considered offensive to the lgbtq community I tried to tell the company but no whatever the little girl and yes I called her a little girl and a horse face said must of been good enough to block me I try and try to talk to the tinder app and no one response they had a computer ask me what my side was and then they blocked me I feel that this site had scammers bugs and underage girls I’ve noticed not only that if you feel like your being attacked or wrongly accused don’t worry tinder a dating app is there to be the white knight and virtue signal for women who like to bully and be abusive and use men on thier app I try to find the number and called no answer so I’m wondering why google and or apple support such a nasty app that doesn’t do anything it says it does,1
ca7e1925-1c5b-42fe-b09a-37b406f70981,2023-06-06 23:14:31,Today was someone’s 50th birthday i was watching it for a distance the Guy was not caring one bit for it ppl were cheering singing happy birthday but the dude him self was like Kill me im not wanting a 50th birthday didn’t think I would make it this far I thought I was going to choke at 37 this dude was done with life and I felt sorry for him ….party was dying down ppl were leaving and as the man was just ready for this party to be over a dude in a black jacket comes marching in a strikes the dude right in the face with a baseball bat killing him instantly come to fine out that’s what the dude wish for when he blew his candles out …so the moral of this story is be careful what you wish for it might come true,3
b76d3747-a1c7-4818-a4a3-37882508334c,2022-10-03 07:43:51,"The amount of 1 and 2 star reviews on here for the most part seem to be saying the same thing: bugs, scams, and ban issues and I’d say they’re accurate I bought tinder to try it and I’m not impressed I would lose matches that I was having good conversation with out of nowhere with no way to contact them anymore the app would show me people way out of my distance zone I would use the monthly boosts and do swipe surges only to get like 1 match on top of that the app is riddled with bots and scam accounts there seems to be an issue with the gender preference and worst of all you can’t even use the app without paying as a dude this app will likely only hurt your self esteem and as a female you’re likely going to get spammed and have to constantly dodge shady accounts if you want a date my best advice is to go somewhere and meet people because these dating apps aren’t worth your time and they’re certainly not worth your money until they fix the issues and I see other better reviews I won’t pay again.",2
ec4a831f-5800-4e24-aec0-0c7a650683f8,2022-03-04 04:59:14,"Okay so where do I begin as far as community goes it’s a decent app I’ve met some amazing people on the dating application all and all it’s not bad, maybe some one the women arnt my preference but their is someone for everyone 

My only complain is I’ve been banned for absolutely nothing, I hardly communicate with other profiles and when I do I’m always courteous and respectful because I’m not a creep mainly just a single dude looking for someone 

As far as the banning, I got it with no warning or even foreshadowing, I’ve tried communicating with their support channel but have never gotten anything back ever, if not for being banned for some random reason other then violations the community standards then I’d give this app atleast 3 star, it seems alittle over monetized and seems pretty predatory to me the way they market certain features and lock you out of other but oh well I’m banned anyways 💀",1
55475f86-6cbe-4ef5-8fde-e1dd752a7fdf,2022-01-26 20:28:48,Tinder has band my account and wouldn’t refund a paid membership without giving an exact reason something against apple app store policy I’ve even went to the trouble of contacting with picture proof and text from another user who admitted in the text she does this to people all time when they refuse sexual advances and all I got back was an email saying they take an accusation against me very serious will not look into the ban or contact me back but will let users who try’s to sexually blackmail other users under threat of bans these people feel empowered to do these things because you facilitate it by your predatory oppressions and algorithm tactics wait tell this happens to a celebrity or something and the media n lawyers figure out what you allow to transpire on your app,1
a562a247-baee-49cb-b809-2b1e9981e274,2021-12-28 22:07:59,This app is very depressing I tried to get on this dating app to test out my luck because the real world wasn’t working really well for me and little did I know how depressing and hurt my feelings I was to find out I was rejected by all the girls on the dating site I would text in texts and nothing ever happens all the girls schedule meet ups I never hung came to hang out I was depressed I wanted to do something dangerous at that point because my life is not heading in the right direction and tender just made me more depressed I started drinking every day to cover up my depression now I’m a stay at home drunk depressed sad lonely and still single,1
92d8af1d-8f43-41ce-a50e-e5aea1605bdb,2022-09-14 14:26:14,"You come buy gold expecting good vibes right well I’m wrong 

I spend time talking to 10 different women only one of them was serious 

I don’t know why but when I want to meet people in person

 is like I own them money over virtual but I can’t never see them 

so how those this work are we scammy people on this app like for real how low you have to be to not get job I do invesment bro why lying and making your self mad over getting somebody pocket 

when you can easy have boyfriend start you income from there 

And it get to point where people who suffer for anxiety it get depressing cause you see all those smiley face that they attract you

But you have bunch of loosers who they can’t admit seeing each other in person how ever that is insane!!!!!

I got girl where I bough her gift card ect and I was waiting outside it was hot 🥵 I was waiting in her house guess what she told me 

she not gonna come out side unless I let her see barcode for his little brother you can easy scam people like that for never showing up your indendity which is sad 

Cause all this girls claim there not same they seem special but they’re doing the same thing I won’t see you unless if you give me money 

I hope people becareful cause I guess people don’t wanna work per hour they wanna earn their money per min….",1
ad5a3b70-2743-44c8-944c-0766e7ed6f0a,2023-04-17 08:17:36,"Ever since this app tried to be like every other social media app the whole dating part of it basically was ruined, I used to talk to a good amount of girls on tinder and each time it would be about going on a date or seeing if we click by hanging out but now every single girl wants to have friends now on tinder, of all places to meet friends you pick a dating app I more hate this app now because of them just trying to be like every other app and loosing what the app was all about in the first place, a dating app not social media stay what you are folks since now I'm considering just deleting the app
Update 3 years later and it’s somehow even worse
Whoever thinks this app is for making friends go on an app like meet me or something you know… meant for friends and not a dating app… like how out of touch/dense can you be to use a dating app to ONLY make friends… you look stupid and like a joke",1
0ef20c0f-0f71-47b2-b36e-165c35b4b7d2,2022-06-14 19:43:02,I used this app in the past before with no issues especially on being verified and I decided to use this app once again it said this time my account was getting to much attention next time I logged back in I was already going to sleep and was asked to please verify my account it normally never forcefully asked me to verify but I decided to just do it while I was laying down since I was tired once I go back on the app in the morning it says im permanently banned this has never happened before and I’ve usually always verified my account in the past and probably with better lighting I’d be able to verify myself easier but I am upset that I’m wrongfully banned and this is a very terrible design at worst they should have given me an extra opportunity to verify myself I don’t get why it’s suddenly so strict on verification it has never done this for me in the past I am very upset and wish to have my account back.,1
3977a24d-49a3-45d4-8d22-c940e96084e8,2022-12-22 00:04:39,"A lot of the people that I match with don’t reply that needs to change for example if a person is not replying and or texting the person they matched with then that match needs to disappear and the person that takes to long to reply should get penalized these dating apps are ridiculous you get 20 matches out of 300 likes and only 1 or 2 people reply back this system is broken and just allows who ever to be on here 

         For the people who don’t get on much and       their account is just sitting for weeks on end 
- account should be automatically deleted 
      Take too long to reply 
- automatic suspension depending on how long it takes the the user to get back on to reply penalty should rang anywhere from 1 day up to a month 

I’m on here trying to find a partner not just to have Simone like my profile and not talk to me",1
e51a0265-abc4-47c0-adea-c17b0a52c94d,2022-07-11 19:46:52,Look I have had the app on and off for 5 yrs yall for real need to look into all the issues for example the fact that I’ll get a like and go to check it out only to find there is no like or the fact that you will buy a boost and literally get nothing out of it and I’m not ugly neither I’m not saying I’m a model but this doesn’t just happen for me I’ve talked to over 15 people that says the same thing not to mention the insane prices you have for your longer lasting boosts and one last thing for the people in small town TINDER seriously show the people that are near us in for the small town people there’s more things I could suggest but that’s all this is tinder is just suggestions I’m not hating I love using your app but there’s things I feel could be tweaked that’ll bring this app back to the app everyone talked about when it came out,3
eac0b58f-b169-4a26-a2fe-991f19e3244d,2022-10-07 23:33:19,At least with Grindr you can appeal bans and they sort of tell you why sometimes you were banned maybe you posted something you shouldn’t etc or if they made a mistake they will unban you but with this company they don’t tell you anything and you can’t appeal it and to be honest Grindr use to ban for no reason but now most times you have to do something they will look into it but tinder does not care they take your money and run … it’s a scam for sure the automated system ban is lazy and they don’t want to pay people to work to fix this ban issue so Everyone gets banned even if someone reports you because you look good or you not into them or the sex or whatever the reason … this has got to be one of the worse apps and it’s sad gay people have to deal with this mess to be honest I suggest you do not pay for this app and read reviews and you will see most of them are bad and for the life of love please do not pay for this app,1
c16bd645-dd28-4a1e-91f4-106f9c45701d,2022-04-17 13:53:57,I’m sorry not sorry I’ve been a tinder user for almost ever since this app started I never violate or go against Anything I’ve never done anything harmful or tried to contact in an aggressive or disrespectful I’m honestly appalled and sincerely upset that TINDER banned me and blocked my account then don’t even explain why or give any reasoning to help me understand as of why my account was banned ima daily user I’m even subscribed to you alls subscriptions I’m mad that you guys operate like this I honestly feel I was wrongfully banned I didn’t do anything and the fact I can’t do anything about it is messed up y’all should really have an appeal process because I really didn’t do nothing but take my money will you smh,1
37941eee-91e9-4ecc-9f3f-86e196cb65c1,2023-09-27 21:54:52,"I have been a tinder member for only 4 days, only wrote to 2 people messages very polite and just asking what their interest were, the I swiped to like profiles, the suddenly my account was under review, I paid $80 something dollars for a six month membership, I did nothing wrong since I didn’t chat with anyone, and my pictures were of my face only so nothing that was not allowed, after a half of day of my account being under review, I was banned permanently from the app, 4 days I was on and did nothing and got permanently banned for no reason, they don’t have any costumer support, the only thing you find is FAQ, that tells you that if you were found in violation of any rule, your account is banned permanently, yet I was given no reason as to why I was banned nothing I paid and they closed my account, they are a bunch of thieves stay away from this app and don’t pay them any money, the minute they receive the money you will be banned permanently.",1
a811eb7e-7e49-4669-8206-ba5df8ebadb7,2023-09-06 15:15:19,Been on tinder for years and suddenly I matched with a kid who had medical issues and after hanging out abit he finally disclosed and because of that I respect l fully declined his friendship/ relationship he then proceeded to block me on everything and afew days later I went back to check my tinder and it had asked for selfies to prove I was me but to reports of supposedly not being me and I complied sent the selfies went into review about an hour or so later it had been confirmed I’ve been banned from accessing tinder due to violations of whatever reason because they have no right to tell you I guess,4
46a3cfc1-0ba7-49ca-8d41-50d80d65fae2,2022-04-08 21:25:35,"I am a trans woman in a not so accepting state so meeting people who would be secure enough in their masculinity to be with a trans woman outside of the apps can be challenging, that’s why I loved tinder; it was a way for me to convey the fact that I am trans in a way that wouldn’t put my well being at risk and allowed me to connect with guys who weren’t intimidated or ashamed to be with me I met all of my partners on tinder, that’s not to say I didn’t experience incredible transphobia and homophobia, so imagine my shock when I was banned from tinder with no rhyme or reason so I quickly contact tinder’s customer service email and sent this “I’ve run into a lot of transphobia on the app and am disturbed to see that tinder would take the side of my oppressors I’m simply looking to find a partner and that is hard to find in the real world being trans” and they simply replied with we don’t do ban appeals. I know it sounds dumb but this situation has thrown me back into the depression cycle that I was in pre-transition I simply want love and I think that I’m deserving of it and have given a good amount of money to tinder to achieve my goal.",1
c7b17fd0-219a-4e75-8fa7-38dd152be1cc,2022-03-08 19:45:41,Tinder along with other dating apps every man is using beware these apps are hiring females labeling them as models to lure you to swipe don’t for get to all apps we as men have to pay to use them the females want you to send money for them to arrive don’t be married which I’m not but if you are they will blackmail you for even more money if that’s not bad enough they will lure you to think your in love and meet build trust and rob you blind and disappear tinder stop this madness why not make it a fair playing field stop,1
7a21ee8c-d249-4150-9a6e-96d94be12ed3,2023-10-02 03:38:41,First person was a GYAT but to young for me she was 1 I am 50 I’m looking for a 2 year old and second person was a grandma that fought in the civil war and was born when George Washington was president next was a disabled kid named timma I swiped right he was 8 and his parents died in a car accident on the highway they were also disabled because they did not see the car coming then I saw her she was 2 months old she said hgsgehdhsjwy or in baby words no but timma said TIMMA aka yes we went to the park. But we broke up cause I got arrested when I got out I whent back to tinder and saw someone named Eric cart man he was real fat his dad died and called him fatherless,1
1dba5155-56b5-4e39-b6a7-b0766a801302,2022-04-15 14:41:34,so I’ve had tinder before but I didn’t like it so I deleted my account then I came back a couple of weeks later and re-download it because I was really interested in finding someone so I made a new account use my other account that I deleted again then it finally went through my account was 100% everything was done and my Instagram is connected but it says that there’s no new matches For the past five days there’s been no new matches but on my last account it said I had about 99+ matches nonstop they kept coming but all of a sudden when I make a new account there’s none at all  that’s pretty suspicious because I’m using the same photos that I used on my other account that I deleted so how is that possible I’d like to delete my account that I just made for the second time but tinder won’t let me it kept saying the same thing over and over  please let me delete my account and start over this is an app malfunction,1
1eddc66e-7cbb-4225-9214-495463ea54a9,2023-09-28 07:21:05,"Also to add I guess many guys reported me thinking I’m fake cuz i didn’t verify within 2days having the app , then I verified took longer than a couple minutes but within 24hrs or so my pics where approve cuz ya I’m real lol so that part ppl saying after they verify aren’t approved well maybe cuz u don’t match ur pics or there 5-10yrs old lol but I did get approved that’s not the problem it’s just very boring app and a lot of entilted guys on",2
baae0a7c-2826-42e0-bcfb-e927decc848f,2022-09-14 04:36:31,I have put money into this app hopping for something for anything just trying to make friends I get likes here and there but every one of them is about money and I just want to have a real conversation with a real person it’s frustrating because the way this Al is designed it feels like it would make sense for someone to like me back but over 95% if the time people don’t I see snaps on peoples Bios add those and turns it to be a joint conversation all and all I just wish there was more people on here who weren’t interested so much on looks and instead just give the other person a chance I’m done with tinder it’s just a waste of time as are most other apps people aren’t as loyal now days and it’s just for hookups mostly considering those are the people that respond if at all 😑,1
202905f7-b703-447d-a06d-7fde41fe55aa,2023-05-06 07:06:41,Terrible app not only will it forget who you are after you purchase gold you have to buy gold in order to see who likes you and for extra likes now lemme say it used to be free I say poor choice I’d rather go to the bar and go up to people for free then deal with this hassle of a app I’m really disappointed it won’t even let me into my own account i won’t be using this app ever again big big let down never using again after trail and error never again app is a disappointment hope they don’t try to get the 19$ for a account I can’t even touch cus I’ll be sueing if so,5
e609db5d-1862-4abc-8718-8156c5de706d,2022-06-18 06:09:55,I have the newest iPhone and I never have any problems with other dating apps and I normally don’t right reviews unless it’s positive but I get tired of when I match with people and chat with someone all day and I have yet to exchange other contact information with any women YALL app keeps removing my chats and my matches then like two months when I log back on it shows up but I’m mad cause I had a great talk with her and I’m trying to really date her and marry her hopefully and y’all are playing with my possible future relationship can y’all load back the chat logs with her if I can email y’all,2
06394929-f202-4f21-85b5-1f4daf183465,2023-09-24 10:40:34,"would ask apple for a refund, the best dating app with a platinum price , really bogus , no real matches, a joke, puts the one i like , on a waiting list, this is horrible, the first match was a person with no face, useless app, and i’m living in a country where you don’t have access to any nice dating apps, seems like all the people are just fake, no real matches after 5 months of platinum, tinder is useless in my country…I get better matches offline, when I’m not in this country ☹️☹️☹️☹️☹️☹️ I bet Obama didn’t find his date on Tinder either 👎🏻",1
0d8e769e-f35b-4a9f-9b5b-a74919efa350,2023-08-21 00:42:25,OK so I downloaded the app and I made the account or whatever and then I’m trying to look at peoples profile and I can’t look at no ones profile because I have to  pay for premium like why do we have to pay for premium in order to see somebody’s profile that’s weird and then like you can’t text nobody in order for you to actually talk to people you have to get premium and then in order for you to like somebody post it you can’t even like it because they want you to pay for it they want you to get the premium and then I’m reading and it looks like the premium don’t even work for people on here so I advise you to not get the app and that the company who’s working with the app they need to fix it because like you guys already want somebody to pay for it app that they haven’t even used you guys want the money fix the app,1
0fdf1823-3ae3-4dc3-9c26-26ebad3a4486,2022-11-28 20:23:47,"Will happily NEVER give money to this 🗑️ app - It’s definitely not worth the hefty monthly price tag - FAKE/spam accounts are abundant - The “blue check marks” don’t mean literally anything because I’ve come across multiple blatantly fake accounts in a single day that have the check marks - No quality control - The annoying ads stop my music from playing If you’re gonna use Tinder, do not give them your money.",1
c1871f32-772f-494c-9713-f9a303436c96,2022-03-17 23:58:23,No money no dates you need to pay 25$ a month to do anything and when you do pay you don’t even get to see people you are interested in for example all I get on my feed is transgenders and guys I get women occasionally but I put my orientation as STRAIGHT I’m a Hispanic straight male and I get people who I’m not attracted to hardley get women paid for the mid tier subscription for 7$ and no change this app is garbage and make your social skills trash don’t download this app unless you want to waste your time and money,1
f8aaacca-6117-423e-aa13-9803916f4789,2023-05-26 02:54:43,I have been using Tinder since the start of the quarantine around 2020 and not once have I been able to get a date or even a person that’s actually real most likely it’s a bot most of the ones that like you on here bots made by Tinder to get you to pay so just so you can talk to a robot I have not once met a genuine real person on the app and I am losing faith in humanity through using it it is perhaps the most soul draining app I’ve ever been on but the fact that the only time I get likes is when I’m not paying for the app pisses me off royally when I did pay one time to talk to them none of which were real,1
83ba6273-3088-4468-aeda-4c67e558dc40,2023-02-16 08:16:59,I never even had time to start a conversation with anyone I went thru all the steps and got my account to 100% and verified and the next day got a notification saying I had a match opened my app to find out I’ve been banned hmm weird I never posted anything offensive or inappropriate I never even had a picture at the beach with my shirt off or anything like that at all which I seen some of the girls on here basically nude with nothing but pasties on and I get banned with no explanation or reason don’t waist your time go to the bar or casino or mall or just join any kind off class IRL!!!!! to find a match go talk to real people 1 it will make you more comfortable and smooth when talking to a person 2 you will no forsure the person you mean face to face atleast is who they say they are 3 doesn’t cost you 90 bucks to maybe get to talk to someone many other reasons this app is a scam not worth any time or money thankfully I never spent a dime on it but I know y’all are,1
e98f498d-73be-4e84-97ab-fcd92c466242,2023-06-08 04:24:48,"The app is full of fake accounts, cheap “pay to display” your account tactics, mon-stop ads after every few profiles, currently I have 7 people that liked my account but I’m “not allowed to know who” cause I have to pay in order to know, AND if you don’t pay, your profile is buried where only about 10% of the people you saw might see your profile lol (cause the priority goes to people that pay)

Biggest scam of an app, I highly recommend looking for other apps, don’t bother or waste your time and/or money with this one",1
31f2c7bd-f03c-4755-918f-435894d5fa89,2023-01-06 01:02:43,I get you wannabe all inclusive or whatever but if my preference is women I don’t want to see a man with a full blown beard and mustache like even if you show me a trans woman fine that’s perfect like I swipe right on everyone and to see a man with a six pack beard and bald head on my matches asking me inappropriate things isn’t my forte,3
bbd2d7fd-b718-4083-b571-092d2dcbd22f,2023-08-01 16:13:28,Totally it’s waste money they will ban you without any reason after they take your money and if you trying to contact the customer service by phone call no one will answer you and if you text them by mail they will saying you violated the terms of use while you are sure 100% you didn’t violated any terms of use at last the customer service they will answer you with the same stupid words of violated the terms of use even you ask them one million time show me what I did give me just one evidence or reason why I’m banned they will run from the conversation without any explanation why they ban you … Tinder it’s the worst experience of the dating app plus you will lose your money 😡,1
f1f25f95-b0a9-452f-b825-dc594c57fa2b,2023-01-06 00:17:14,If i could give this zero stars i would i just got banned for absolutely no reason i tried reaching out the support team about maybe why it was cancelled and if i could get my account back but all i got back was that it was banned like duh i already knew that but WHY very unhelpful team they let the people who are disrespectful keep using the app but ones who actually do their best to be respectful they ban for no reason and no chance of getting it back absolutely ridiculous the number to call doesn’t work either so if you wanna try calling in good luck,1
7c607476-c052-400c-b1d8-6cb3c1c0b9b2,2023-02-11 14:30:12,"If you get banned and you have no idea why is most likely because someone you talked to you in the past is salty.. and unfortunately, I don’t have to guess what happened to my account… The perpetrator taunted me and Tinder still banned me even after I told them I have evidence, but whatever.. not professional at all, and is absolutely disgusting and disgraceful of how they treat you like a second class citizen when you’re trying to defend yourself from someone who actually assaulted you.",1
6ffd6623-7866-4007-ad66-473582c82d23,2022-06-26 04:14:02,"Do not waste your time with this app, you invest effort and time in making connections on here, then one day you will get banned out of the blue with no explanation and without giving you the opportunity to prove or disprove the reasoning behind it, google banned from Tinder so you can read story after story of users who also were banned with no reason or explanation you will reach out to customer service to find out the reason for the ban and will get a response of read our terms and rules, what a ripoff its time to get Tinder banned from Apple maybe that will get their attention",1
138a0b49-1287-4401-9752-7562e91d7a5e,2022-10-17 23:13:19,Don’t use Tinder because it’s a waste of money and a scam because as soon as they get enough money from you they perma-ban you for no reason you don’t get a reasonable explanation it’s always the same reason you violated the terms which again is not clearly explained Maybe they’re doing background checks on people and only banning those who are Republicans because they banned a friend of mine who is also a Republican coincidence I think not I think they’re getting rid of all conservatives just like how Facebook is only censoring only Conservatives,1
91082e6c-15d3-42ba-a9ef-33c5987cb5da,2022-07-07 01:40:18,I have been on tinder on and off for a long time and in all my years on here it has gone downhill since then i have recently went back on I was getting a couple of match I was following the rules and guidelines and for two days after I downloaded the app I got banned for no reason I didn’t do anything wrong and the paid services are expensive and are not worth it they just only want your money and kick you to the crub as soon they get they money and tinder is crawling with bots and scammers and shady stuff and people on there would not recommend and avoid at all times go to other dating apps don’t waste your time and money on tinder.,1
c14583d3-475e-4681-b88b-0810342e577e,2022-09-15 01:28:43,I’ve literally had this app for years about two weeks ago I woke up went to log into it and there was a human verificationQuiz I took it got it right it refreshed so I took it again past took it again and again and again and again and again and again and again for 2 1/2 hours and never got into my account so I tried to login online still couldn’t get into it same thing tried deleting the app re-download it nothing iMessage support support couldn’t do nothing they told me all they could do was tell me to delete the app and re-download it I literally just paid $30 on this app for a membership three days before this happened,1
0f5ee56c-6a13-4c76-9bd1-01512c052a09,2023-04-24 02:17:54,"They ban your account randomly as their wish ,can’t even prove what you have made wrong , they even can not show  you the evidence what you banned for ,if you email then only reply nonsense, funny thing is I disturbed myself for an experiment, turns out banned my account forever,I never disturb others I have guts to say that ,guys we should find a lawyer to fight with them ,they seem they are the one ,stand up for your right don’t be fool by them .",1
c79ef07b-87bd-4bce-9dac-f289d5c1f2c3,2023-06-09 13:38:58,"Unfortunately tinder not safe anymore  ,also not detail  to check  safety issues so many peoples fake under different name pictures  also ask business or other daily intimate like treat ladies call girls. So many creepy 
they charge but not care  ladies can get danger condition  so sad
 I been this app long time i didn't hive up but i see can be very harmful who looking normal ling term relationship 
   Besides all they dint check even u pay for who is real or fake 
    Profiles very suspicious so many pictures by my experience was fake not oerson At picture someone else and use others photo i have couple reports
Also one person can open  so many account difrent pictures",1
35a2b1f4-6c4c-4fa0-86c3-489cffedd4ef,2022-06-27 02:12:48,I actually got a message saying “ stop what you’re doing and grace us with your presence”From this app I am immediately deleting this app I wish I could delete my alarm profile because you guys don’t seem to make a way for you to do that so I don’t know I’ll try to delete all the information I can but you guys are a bunch of weird stockers which should be kicked off this oh app site and if I ever figure out a way I will just definitely swing reported to Apple.,1
877cbe24-d26f-4dfc-ae28-01ecc7a1e12b,2022-07-25 16:13:36,After being a loyal customer for years my account was banned out of the blue with no warnings or precautions and they are very slow to reply and mostly reply with thoughts there is no real technical support in the algorithms are fixed to where if you don’t get so many like you won’t really get any Vs certain people get it all… fix your biased banning system and make it reversible with error/abusive systems in place to where only the RIGHT people get banned,1
c7cbe644-707e-4176-87d5-9a89d8e42aec,2023-09-19 02:50:17,I download this app because my friend said that’s how she met her boyfriend and so I tested it waste of my time   Waste of  my pictures no one was selecting me so this one guy said  on TikTok you’re supposed to add your pictures one from the camera the other one from gallery he said you were not supposed to add a picture from your gallery so I started taking pictures from my camera roll but still nothing I recommend not download this app,1
6f605ad1-500d-484c-ba66-74f6a398e134,2022-07-29 01:05:52,I have never ever touched this app and when I decide I finally want to when I’m of age the app just shuts me out and says I’m not of age and I send a photo of the front and back of my id and claims I’m still under 18 and on top of that the support is terrible they just say I’m permanently banned for absolutely zero reasoning when I have never touched Facebook or tinder therefore I could not have possibly don’t anything to go against there community guidelines and terms and conditioning.,1
14788671-3c81-458e-88d7-472d17e12e93,2022-05-16 00:10:25,I’ve been on tinder for sometime now but some really nice people also met some crazy people yesterday evening I was messaging the lady back-and-forth and she says my pictures were not me they’ve been the same pictures I’ve had on there for a long time and I even put some update pictures on there and I still got banded for no reason I’ve never catfish anybody I’ve always been truthful and honest and I get banned because of some crazy person on tinder it’s not fair and I don’t appreciate it!,4
